Item,Quantidade,Unid.,Tipo Cota,Descrição,Vl. Unitário,Vl. Total
161,188,TB,Aberta,"CUMARINA 5 MG/ML, HEPARINA SÓDICA 50 UI/ML CREMECOM 240 ML",,,
162,1875,COMP,Aberta,DAPAGLIFLOZINA 10 MG,,,
163,1125,COMP,Aberta,"DAPAGLIFLOZINA 5 MG,CLORIDRATO DE METFORMINA1000 MG",,,
164,375,FRC,Aberta,"DELTAMETRINA  0,2 MG/ML SHAMPOO  - FRC C/ 100 ML",,,
165,3750,COMP,Aberta,"DEPAKOTE SPRINKLE - DIVALPROATO DE SÓDIO 125MG (ÉNECESSÁRIO O MEDICAMENTO ÉTICO)",,,
166,300,FRC,Aberta,"DESLORATADINA 0,5 MG COM 60 ML",,,
167,3000,AMP,Aberta,"DEXAMETASONA 4 MG INJETÁVEL AMP. COM 2,5 ML",,,
168,1500,COMP,Aberta,DEXAMETASONA 4MG,,,
169,900,FRC,Aberta,"DEXAMETASONA ELIXIR 0,5 MG/ 5 ML SOL ORAL-FRC C/120ML",,,
170,38,FRC,Aberta,"DEXAMETASONA MICRONIZADA BIFÁSICA 0,001 G,SULFATODE NEOMICINA 0,005 G,SULFATO DE POLIMIXINA B 6000UI,HIPROMELOSE 0,005 G,COLÍRIO COM 5 ML",,,
171,188,FRC,Aberta,"DEXTRANA 70 0,1%, HIPROMELOSE 0,3% SOLUÇÃOOFTÁLMICA LUBRIFICANTE ESTÉRIL - FRC C/ 15 ML",,,
172,11250,COMP,Aberta,DIACEREÍNA 50MG,,,
173,375,AMP,Aberta,DIAZEPAN 10 MG INJETÁVEL - AMP. C/ 2 ML,,,
174,1500,TB,Aberta,"DICLOFENACO DIETILAMÔNIO 11,6 MG/G GEL CREME 60 G",,,
175,10500,CP,Aberta,DICLOFENACO POTÁSSICO 50 MG,,,
176,10500,COMP,Aberta,DICLOFENACO SÓDICO 50MG,,,
177,1500,AMP,Aberta,DICLOFENACO SÓDICO 75 MG INJETAVEL - AMP. C/ 3 ML,,,
178,3750,CP,Aberta,DICLORIDRATO DE FLUNARIZINA 10 MG,,,
179,900,CP,Aberta,DICLORIDRATO DETRIMETAZIDINA 35 MG,,,
180,750,AMP,Aberta,"DIMENIDRATO 30 MG + CLORIDRATO DE PIRIDOXINA 50 MG+ GLICOSE 1.000 MG + FRUTOSE 1.000 MG/ 10 ML",,,
181,1500,CP,Aberta,DIMENIDRATO 50 MG + PIRIDOXINA 10 MG,,,
182,2250,AMP,Aberta,"DIMENIDRATO 50 MG/ML + CLORIDRATO DE PIRIDOXINA50 MG/ML AMP. C/ 1 ML",,,
183,19,FRC,Aberta,DIMETILPOLISILOXANE OPHTALMUS (COLÍRIO),,,
184,37500,COMP,Aberta,DIOSMINA 450 MG + HESPERIDINA 50 MG,,,
185,750,FRC,Aberta,DIPIRONA 500 MG/ML GOTAS  - FR C/ 10 ML,,,
186,3000,AMP,Aberta,DIPIRONA 500 MG/ML INJETÁVEL AMP. COM 2 ML,,,
187,7500,COMP,Aberta,DIPIRONA SÓDICA 500 MG,,,
188,225,FLAC,Aberta,"DIPROPIONATO DE BECLOMETASONA 400 MCG/1 ML -AMPOLA C/ 2 ML",,,
189,188,TB,Aberta,"DIPROPIONATO DE BETAMETASONA 0,64 + SULFATO DEGENTAMICINA 1 G - TB C/ 30 GR POMADA",,,
190,750,AMP,Aberta,"DIPROPIONATO DE BETAMETASONA 5 MG + FOSFATODISSÓDICO DE BETAMETASONA 2 MG - AMP. C/ 1 ML",,,
191,1500,COMP,Aberta,DIVALPROATO DE SÓDIO 250MG,,,
192,3375,COMP,Aberta,DIVALPROATO DE SÓDIO ER 500MG,,,
193,900,COMP,Aberta,DOBESILATO DE CÁLCIO 500MG,,,
194,18750,CP,Aberta,DOMPERIDONA 10 MG,,,
195,225,FRC,Aberta,DOMPERIDONA SUSPENÇÃO 1MG/ML FR C/ 100 ML,,,
196,900,COMP,Aberta,EMPAGLIFLOZINA 25 MG,,,
197,750,AMP,Aberta,"ENANTATO DE NORETISTERONA 50 MG/ML + VALERATODE ESTRADIOL 5 MG/ML INJETÁVEL",,,
198,2250,CP,Aberta,ESOMEPRAZOL 20 MG,,,
199,2250,COMP,Aberta,ESOMEPRAZOL 40 MG,,,
200,1875,COMP,Aberta,ESPIRONOLACTONA 100MG,,,
201,7500,COMP,Aberta,ESPIRONOLACTONA 25MG,,,
202,5250,COMP,Aberta,ESPIRONOLACTONA 50MG,,,
203,3750,COMP,Aberta,"EXTRATO SECO DE MELILOTUS OFFICINALIS LAM.26,7 MG",,,
204,375,AMP,Aberta,FENITOÍNA 50 MG/ML INJETAVEL - AMP. C/ 5 ML,,,
205,375,AMP,Aberta,FENOBARBITAL 200 MG INJETAVEL - AMP. C/ 1 ML,,,
206,300,AMP,Aberta,"FERRIPOLIMALTOSE 100 MG/2ML - INJETÁVELINTRAMUSCULAR AMPOLA COM 2ML",,,
207,6000,COMP,Aberta,FINASTERIDA 5MG,,,
208,150,AMP,Aberta,FITOMENADIONA 10 MG/ML,,,
209,1875,COMP,Aberta,FLUCONAZOL 150MG,,,
210,3750,COMP,Aberta,FLUVOXAMINA MALEATO 100 MG,,,
211,3750,COMP,Aberta,"FLUVOXAMINA, MALEATO 50 MG",,,
212,22500,CP,Aberta,FOSFATO DE CODEÍNA 30MG + PARACETAMOL 500 MG,,,
213,900,COMP,Aberta,"FOSFATO DE SITAGLIPTINA + CLORIDRATO DEMETMORFINA 50/850MG",,,
214,2250,COMP,Aberta,FOSFATO DE SITAGLIPTINA 25MG,,,
215,2250,COMP,Aberta,FOSFATO DE SITAGLIPTINA 50MG,,,
216,1800,COMP,Aberta,"FOSFATO DE SITAGLIPTINA 50MG + CLORIDRATO DEMETFORMINA 1000MG",,,
217,1500,COMP,Aberta,"FOSFATO DISSÓDICO CITIDINA 2,5MG + TRIFOSFATOTRISSÓDICO DE URIDINA 1,5MG+ ACET.HIDROXICOBALAMINA 1MG",,,
218,38,FRC,Aberta,"FOSFATO DISSÓDICO DE DEXAMETASONA 1,5MG + SULFATODE NEOMICINA 3,5MG - FRASCO DE 5ML",,,
219,1500,AMP,Aberta,"FOSFATO DISSÓDICO DE DEXAMETASONA 4 MG +CIANOCOBALAMINA 5000 MCG AMP 1 ML + CLORIDRATO DETIAMINA 100 MG + CLORIDRATO DE PIRIDOXINA 100 MGAMP 1 ML  - CX C/ 3 AMP I+ 3 AMP II",,,
220,750,FRC,Aberta,"FOSFATO SÓDICO DE PREDNISOLONA 3 MG/ML -  XAROPE100 ML",,,
221,11250,COMP,Aberta,"FUMARATO DE BISOPROLOL 2,5 MG",,,
222,22500,COMP,Aberta,FUMARATO DE BISOPROLOL 5 MG,,,
223,225,FRC,Aberta,"FUMARATO DE FLUTICASONA 27,5MCG SPRAY NASAL -CONTENDO 120 DOSES",,,
224,38,CX,Aberta,"FUMARATO DE FORMOTEROL DI-HIDRATADO 12 MCG,BUDESONIDA 400 MCG COM 60 CÁPSULAS E COM INALADOR",,,
225,188,TB,Aberta,FUROATO DE MOMETASONA 1 MG CREME COM 20 GRAMAS,,,
226,2250,AMP,Aberta,FUROSEMIDA 10 MG/ML COM 2 ML,,,
227,2250,COMP,Aberta,GABAPENTINA 300 MG,,,
228,375,COMP,Aberta,GABAPENTINA 400 MG,,,
229,11250,CP,Aberta,GLICAZIDA MR 30 MG,,,
230,6000,COMP,Aberta,GLICAZIDA MR 60 MG,,,
231,38,AMP,Aberta,GLICONATO DE CÁLCIO 10% - AMPOLA COM 10ML,,,
232,1500,AMP,Aberta,GLICOSE 25% INJETÁVEL - C/ 10 ML,,,
233,9000,CP,Aberta,GLIMEPIRIDA 2 MG,,,
234,3750,CP,Aberta,HALOPERIDOL 01MG,,,
235,38,AMP,Aberta,HALOPERIDOL 5MG/ML INJETAVEL,,,
236,38,AMP,Aberta,HEMITARTARATO DE EPINEFRINA 1 MG/ML COM 1 ML,,,
237,6000,COMP,Aberta,HEMITARTARATO DE ZOLPIDEM 10MG,,,
238,375,AMP,Aberta,"HIDROCORTISONA 100 MG - AMPOLA INJETÁVEL - DIL COM2 ML",,,
239,750,AMP,Aberta,"HIDROCORTISONA 500 MG - AMPOLA INJETÁVEL - DIL C/ 4ML",,,
240,225,FRC,Aberta,"HIDROXIDO DE ALUMINIO 6,2% SUSPENSÃO ORAL - FRASCOCOM 150ML",,,
241,15,FRC,Aberta,"HIDROXIPROPIL GUAR 8A,POLIETILENOGLICOL 400,ÁCIDOBÓRICO PROPILENOGLICOL,SORBITOL CLORETO DESÓDIO,CLORETO DE POTÁSSIO,POLIQUATERNIUM-1,AMINOMETILPROPANOL HIDRÓXIDO DE SÓDIO E /OUACIDO CLORÍDICO E ÁGUA PURIFICADA-FRASCO PLÁSTICOCONTA GOTAS 10 ML",,,
242,4500,FRC,Aberta,IBUPROFENO 100 MG GOTAS 20ML,,,
243,11250,CP,Aberta,IBUPROFENO 600MG,,,
244,2250,CP,Aberta,"INDAPAMIDA 1,5MG",,,
245,38,FRC,Aberta,INSULINA ASPARTE 100U/ML FRASCO COM 10 ML,,,
246,38,FRC,Aberta,"INSULINA DEGLUDECA 100 UI/ML + LIRAGLUTIDA3,6MG/ML - COM 3MG",,,
247,75,FRC,Aberta,INSULINA DEGLUDECA 100 UI/ML COM 3 ML+1 APLICADOR,,,
248,75,FRC,Aberta,INSULINA DEGLUDECA 100UI/ML CANETA 3 ML,,,
249,75,FRC,Aberta,INSULINA DETEMIR 100U/ML FRASCO COM 3ML,,,
250,38,FRC,Aberta,INSULINA GLARGINA 100 U/ ML FRASCO COM 10 ML,,,
251,75,FRC,Aberta,"INSULINA LISPRO SOLUÇÃO INJETÁVEL 100 UI/ML FRASCOCOM 10 ML",,,
252,750,CP,Aberta,IVERMECTINA 6 MG,,,
253,3000,COMP,Aberta,LACTASE 9.000FCC,,,
254,375,FRC,Aberta,LACTULOSE 667 MG/ML - FRASCO COM 120 ML,,,
255,4500,COMP,Aberta,LAMOTRIGINA 100 MG,,,
256,7500,COMP,Aberta,LAMOTRIGINA 25 MG,,,
257,7500,CP,Aberta,LAMOTRIGINA 50 MG,,,
258,4500,COMP,Aberta,LANSOPRAZOL 30 MG,,,
259,3750,COMP,Aberta,LEVETIRACETAM 250 MG,,,
260,3750,COMP,Aberta,LEVETIRACETAM 750MG - KEPPRA,,,
261,6000,COMP,Aberta,LEVODOPA 200 MG + CLORIDRATO DE BENSERAZIDA 50 MG,,,
262,3000,COMP,Aberta,LEVOFLOXACINO 500 MG,,,
263,9000,CP,Aberta,LEVOTIROXINA SÓDICA 100 MCG,,,
264,9000,COMP,Aberta,LEVOTIROXINA SÓDICA 25 MCG,,,
265,10500,COMP,Aberta,LEVOTIROXINA SÓDICA 50 MCG,,,
266,10500,COMP,Aberta,LEVOTIROXINA SÓDICA 75 MCG,,,
267,38,FRC,Aberta,"LIDOCAINA, SULFATO DE NEOMICINA, HIALURONIDASE -FRC/ 8 ML + 1 AMPOLA - OTOLÓGICO",,,
268,900,COMP,Aberta,LINAGLIPTINA 5 MG,,,
269,1800,COMP,Aberta,LOXOPROFENO SÓDICO 60 MG,,,
270,375,FRC,Aberta,"MALEATO DE DEXCLORFENIRAMINA 2 MG, BETAMETASONA0,5ML  XAROPE FRASCO COM 120 ML",,,
271,750,FRC,Aberta,"MALEATO DE DEXCLORFENIRAMINA XAROPE 2MG/5ML -FRC C/ 100 ML",,,
272,375,COMP,Aberta,MELOXICAM 15 MG,,,
273,7500,CP,Aberta,MESILATO DE DOXAZOSINA 2 MG,,,
274,4500,CP,Aberta,MESILATO DE DOXAZOSINA 4MG,,,
275,750,CP,Aberta,"MESILATO DE DÜDROERGOCRISTINA 3 MG + DICLORIDRATODE FLUNARIZINA 10 MG",,,
276,38,AMP,Aberta,MIDAZOLAN 15 MG COM 3 ML,,,
277,900,COMP,Aberta,MIRTAZAPINA 30 MG,,,
278,7500,COMP,Aberta,MONIDRATO DE ISOSSORBIDA 20 MG,,,
279,1500,COMP,Aberta,MONIDRATO DE ISOSSORBIDA 5 MG  SUB LINGUAL,,,
280,750,CP,Aberta,MONTELUCASTE DE SÓDIO 10 MG,,,
281,750,COMP,Aberta,MONTELUCASTE DE SÓDIO 5 MG,,,
282,750,COMP,Aberta,MONTELUCASTE SODICO 4 MG,,,
283,1500,SACHE,Aberta,MONTELUCASTE SÓDICO 4 MG SACHE,,,
284,7500,COMP,Aberta,NIFEDIPINO 20MG,,,
285,1125,COMP,Aberta,NIFEDIPINO RETARD 20MG,,,
286,11250,COMP,Aberta,NIMESULIDA 100MG,,,
287,750,FRC,Aberta,NIMESULIDA 50 MG/ML -  GOTAS COM 15 ML,,,
288,2250,COMP,Aberta,NIMODIPINA 30MG,,,
289,4500,TB,Aberta,"NISTATINA 100.000 UI/G+ÓXIDO DE ZINCO 20 MG/GPOMADA 60G",,,
290,750,TB,Aberta,"NISTATINA 25.000 UI/G CREME VAGINAL - TB C/ 60 G + 10APLICADORES",,,
291,750,FRC,Aberta,NISTATINA SUSPENSÃO ORAL 100.000 UI - FRASCO C/ 50ML,,,
292,900,CP,Aberta,NITRAZEPAM 5MG,,,
293,2250,COMP,Aberta,NITRENDIPINO 10 MG,,,
294,5250,CP,Aberta,NORFLOXACINO 400 MG,,,
295,375,FRC,Aberta,ÓLEO MINERAL - FR C/ 100 ML,,,
296,750,COMP,Aberta,OLMESARTANA MEDOXOMILA 20 MG,,,
297,750,COMP,Aberta,"OLMESARTANA MEDOXOMILA 20 MG +HIDROCLOROTIAZIDA 12,5 MG",,,
298,750,COMP,Aberta,"OLMESARTANA MEDOXOMILA 40 MG BESILATO DEANLODIPINO 5 MG",,,
299,750,COMP,Aberta,"OLMESARTANA MEDOXOMILA 40 MG,HIDROCLOROTIAZIDA12,5 MG",,,
300,60000,COMP,Aberta,OMEPRAZOL 20MG,,,
301,750,AMP,Aberta,OMEPRAZOL 40 MG PÓ LIOFILO + SOL DILUENTE 10ML,,,
302,525,COMP,Aberta,"OMEPRAZOL MAGNÉSIO - LOSEC MUPS 10 MG ( NECESSÁRIOO MEDICAMENTO ÉTICO)",,,
303,750,COMP,Aberta,ONDANSETRONA 4MG CPD SUB LINGUAL,,,
304,150,AMP,Aberta,ONDANSETRONA 8MG AMPOLA 2ML,,,
305,750,COMP,Aberta,ONDANSETRONA 8MG CPD SUB LINGUAL,,,
306,3750,COMP,Aberta,OXALATO DE ESCITALOPRAM 10 MG,,,
307,75,FRC,Aberta,"OXALATO DE ESCITALOPRAM SOLUÇÃO ORAL 20 MG/MLCOM 15 ML",,,
308,3750,COMP,Aberta,OXALATO DE ESCITALOPRAN 15 MG,,,
309,6000,COMP,Aberta,OXALATO DE ESCITALOPRAN 20 MG,,,
310,6000,CP,Aberta,OXCARBAMAZEPINA 300 MG,,,
311,2250,COMP,Aberta,OXCARBAMAZEPINA 600 MG,,,
312,3750,TB,Aberta,"PALMITATO DE RETINOL (VITAMINA A) 5.000 UI +COLECALCIFEROL (VITAMINA D) 900 UI + ÓXIDO DE ZINCO150 MG - TUBO COM 45 GRS",,,
313,1050,COMP,Aberta,PANTOPRAZOL 20MG,,,
314,1050,CP,Aberta,PANTOPRAZOL 40 MG,,,
315,2250,CP,Aberta,"PARACETAMOL 300 MG + CARISOPRODOL 125 MG +DICLOFENACO SÓDICO 50 MG + CAFEÍNA 30 MG",,,
316,18750,CP,Aberta,PARACETAMOL 500 MG,,,
317,2250,CP,Aberta,PAROXETINA 20 MG,,,
318,750,COMP,Aberta,PAROXETINA CR 25MG,,,
319,900,COMP,Aberta,PENTOXIFILINA 400MG,,,
320,23,FRC,Aberta,"PERICIAZINA SOLUÇÃO ORAL 4% (1MG/GOTA)  - FRC C/ 20ML",,,
321,750,COMP,Aberta,PIROXICAM 20MG,,,
322,450,COMP,Aberta,PITAVASTATINA CÁLCICA 2MG,,,
323,7500,COMP,Aberta,POLIVITAMINICO DO COMPLEXO B,,,
324,11250,CP,Aberta,POLIVITAMINICO E SAIS MINERAIS,,,
325,188,FRC,Aberta,"POLIVITAMINICO, POLIMINERAIS E VITAMINA  -  FRASCOCOM 240 ML",,,
326,1500,CP,Aberta,PRAVASTATINA 40 MG,,,
327,3750,COMP,Aberta,PREDNISOLONA 20 MG,,,
328,3750,CP,Aberta,PREDNISONA 20 MG,,,
329,3750,CP,Aberta,PREDNISONA 5 MG,,,
330,2250,COMP,Aberta,PREGABALINA 150 MG,,,
331,2250,COMP,Aberta,PREGABALINA 75 MG,,,
332,1500,COMP,Aberta,"PROGESTERONA MICRONIZADA 200 MG - CAPSULAGELATINOSA",,,
333,375,AMP,Aberta,"PROMETAZINA 25 MG/ML SOLUÇÃO INJETAVEL - AMPOLAC/ 2 ML",,,
334,11250,COMP,Aberta,PROPATILNITRATO 10MG,,,
335,150,TB,Aberta,"PROPIONATO DE CLOBETASOL 0,5 MG/G POMADA C/ 30 G",,,
336,3750,CP,Aberta,RAMIPRIL 5MG,,,
337,375,FRC,Aberta,RIFAMICINA 10 MG/ML SPRAY COM 20 ML,,,
338,450,COMP,Aberta,RISPERIDONA 01MG,,,
339,450,COMP,Aberta,RISPERIDONA 02MG,,,
340,300,FRC,Aberta,RISPERIDONA 1 MG/ML SOL ORAL C/ 30 ML,,,
341,900,COMP,Aberta,RIVAROXABANA 10 MG,,,
342,2100,COMP,Aberta,RIVAROXABANA 15 MG,,,
343,4200,COMP,Aberta,RIVAROXABANA 20 MG,,,
344,4500,COMP,Aberta,ROSUVASTATINA CÁLCICA 10 MG,,,
345,2250,COMP,Aberta,ROSUVASTATINA CÁLCICA 20 MG,,,
346,3750,COMP,Aberta,ROSUVASTATINA CÁLCICA 5MG,,,
347,75,AMP,Aberta,"SACARATO DE HIDRÓXIDO DE FERRO III SOLUÇÃOINJETÁVEL ENDOVENOSA FRC C/5ML",,,
348,3000,ENV,Aberta,"SACCHAROMYCES BOULARDII - 17 LIOFLIZADO - ENV. C/ 1GPÓ USO PEDIATRICO",,,
349,3000,SACHE,Aberta,SACCHAROMYCES BOULARDII - 17 LIOFLIZADO 100 MG,,,
350,1500,FLAC,Aberta,"SACCHAROMYCES CEREVISIAE 100 MILHÕES / ML FRASCOCOM 5 ML",,,
351,1500,FLAC,Aberta,"SACCHAROMYCES CEREVISIAE 50 MILHÕES / ML FRASCOCOM 5 ML",,,
352,900,CP,Aberta,SACUBITRIL VALSARTANA SÓDICA HIDRATADA 97/103 MG,,,
353,600,COMP,Aberta,SECNIDAZOL 1.000 MG,,,
354,4500,FRC,Aberta,SIMETICONA 75MG/ML GOTAS FRASCO COM 10ML,,,
355,11250,COMP,Aberta,SUCCINATO DE METOPROLOL 25 MG,,,
356,12000,COMP,Aberta,SUCCINATO DE METROPOLOL 50 MG,,,
357,450,COMP,Aberta,SUCCINATO DE SOLIFENACINA 5 MG,,,
358,75,AMP,Aberta,"SULF.TERBUTALINA 0,5 MG COM 1 ML",,,
359,1500,COMP,Aberta,"SULFADIAZINA 800MG, TRIMETOPINA 160MG",,,
360,525,TB,Aberta,SULFADIAZINA DE PRATA 1% 30 G,,,
361,38,AMP,Aberta,"SULFATO DE ATROPINA 0,25 MG/ ML",,,
362,11250,SACHE,Aberta,"SULFATO DE GLICOSAMINA 1,5 G,SULFATO DECONDROITINA 1,2G",,,
363,3750,COMP,Aberta,"SULFATO DE GLICOSAMINA 500MG, SULFATO DECONDROITINA 400MG",,,
364,3750,COMP,Aberta,SULFATO DE MORFINA 10 MG,,,
365,3750,COMP,Aberta,SULFATO DE MORFINA 30 MG,,,
366,150,AMP,Aberta,"SULFATO DE MORFINA PENTAIDRATADO 1MG/MLINJETÁVEL - AMPOLA DE 2ML",,,
367,150,AMP,Aberta,"SULFATO DE MORFINA PENTAIDRATO 10MG/ML INJETÁVEL- AMPOLA DE 1ML",,,
368,1500,TB,Aberta,"SULFATO DE NEOMICINA + BACITRACINA 5 MG/250 UI -TUBO COM 10 G",,,
369,11250,COMP,Aberta,SULFATO FERROSO 40 MG,,,
370,7500,COMP,Aberta,SUPLEMENTO DE VITAMINAS E MINERAIS DE A a ZINCO,,,
371,300,UN,Aberta,SUPOSITORIO DE GLICERINA LACTENTE,,,
372,2250,CP,Aberta,"TIBOLONA 2,5 MG",,,
373,750,COMP,Aberta,TICAGRELOR 90 MG,,,
374,375,FRC,Aberta,"TOBRAMICINA 3 MG, DEXAMETASONA 01 MG - FRC C/ 5 MLSOLUÇÃO OFTÁLMICA",,,
375,375,FRC,Aberta,"TOBRAMICINA 3 MG/ML - FRC C/ 05 ML SOLUÇÃOOFTÁLMICA",,,
376,1500,COMP,Aberta,TOPIRAMATO 100MG,,,
377,3750,CP,Aberta,TOPIRAMATO 25 MG,,,
378,4500,COMP,Aberta,TOPIRAMATO 50 MG,,,
379,1500,COMP,Aberta,"TRILEPTAL OXCARBAMAZEPINA 600 MG (É NECESSÁRIO OMEDICAMENTO ÉTICO)",,,
380,19,FRC,Aberta,TROMETAMOL CETOROLACO 5 MG COLIRIO COM 5 ML,,,
381,300,TB,Aberta,"VALERATO DE BETAMETASONA 0,05%, SULFATO DEGENTAMICINA 0,1%, TOLNAFTATO 1%, CLIOQUINOL 1% -TUBO C/ 20 G",,,
382,2250,COMP,Aberta,"VALPROATO DE SÓDIO 333 MG,ÁCIDO VALPROICO 145,0 MG",,,
383,1500,COMP,Aberta,VALSARTANA + BESILATO DE ANLODIPINO 160/5MG,,,
384,4500,COMP,Aberta,VALSARTANA 160 MG,,,
385,4500,COMP,Aberta,VALSARTANA 320 MG,,,
386,900,COMP,Aberta,VALSARTANA 320 MG + ANLODIPINO 10 MG,,,
387,3750,COMP,Aberta,VARFARINA SÓDICA 5MG,,,
388,4200,COMP,Aberta,"VILDAGLIPTINA 50 MG,CLORIDRATO DE METFORMINA 850MG",,,
389,750,AMP,Aberta,"VIT. B1 (CLORIDRATO DE TIAMINA) 100 MG, VIT. B6(CLORIDRATO DE PIRIDOXINA) 100 MG, VIT. B12(CIANOCOBALAMINA) 5000 MCG 2 ML",,,
390,3000,COMP,Aberta,VITAMINA E 400MG,,,
COTA RESERVADA 25%,,,,,,,
391,300,FRC,Reservada,"ACEBROFILINA 05 MG/ ML X FR C/ 120 ML ( XAROPEINFANTIL) + COPO MED.",,,
392,300,FRC,Reservada,"ACEBROFILINA 10 MG/ML X FR C/  120 ML (XAROPEADULTO) + COPO MED.",,,
393,6,FRC,Reservada,"ACETATO DE FLUORMETOLONA OFTÁLMICA 0,1%",,,
394,250,TB,Reservada,"ACETATO DE HIDROCORTISONA 0,5% + LIDOCAÍNA BASE2,0% + SUBGALATO DE BISMUTO 2,0% + ÓXIDO DE ZINCO10,0% POMADA TUBO COM 25G",,,
395,125,TB,Reservada,"ACETATO DE HIDROCORTISONA 5 MG,SULFATO DENEOMICINA 5 MG,TROXERRUTINA 20MG,ÁCIDO ASCÓRBICO50 MG,BENZOCAÍNA 2 MG TUBO COM 10 GRAMAS",,,
396,250,FRC,Reservada,"ACETATO DE RETINOL (VITAMINA A) 50.000 U.I.COLECALCIFEROL (VITAMINA D) 10.000 U.I. COM 20 ML",,,
397,250,AMP,Reservada,ACETILCISTEÍNA 100MG/ML INJETÁVEL AMP COM 3ML,,,
398,250,SACHE,Reservada,ACETILCISTEINA 600 MG  COM 5 GRS CADA,,,
399,125,FRC,Reservada,ACETILCISTEÍNA XAROPE ADULTO 40 MG/ML COM 120 ML,,,
400,125,FRC,Reservada,"ACETILCISTEÍNA XAROPE PEDIÁTRICO 20MG/ML - FRASCOCOM 120ML",,,
401,250,TB,Reservada,"ACETONIDO DE TRIANCINOLONA 1MG/G BISNAGA C/ 10GPOMADA ORAL",,,
402,250,TB,Reservada,ACICLOVIR  50 MG/G X CREME DERMATÓLOGICO 10 GR,,,
403,20000,CP,Reservada,ÁCIDO ACETILSALICILICO 100 MG,,,
404,750,COMP,Reservada,"ÁCIDO ACETILSALICILICO 100MG, GLICINATO DE ALUMÍNIO15MG, CARBONATO DE MAGNESIO 30MG - COMPRIMIDOTAMPONADO CARDIO",,,
405,250,CP,Reservada,ÁCIDO ACETILSALICÍLICO TAMPONADO 81MG,,,
406,250,AMP,Reservada,"ÁCIDO ASCÓRBICO ( VITAMINA C )  100MG/ML INJETÁVELAMP. C/ 5 ML",,,
407,7500,COMP,Reservada,ÁCIDO FÓLICO 5 MG,,,
408,250,TB,Reservada,ACIDO MUCOPOLISSACARIDO- POLISSULFURICO 500MG,,,
409,150,COMP,Reservada,ÁCIDO TIÓCTICO 600 MG,,,
410,25,AMP,Reservada,ÁCIDO TRANEXÂMICO 50 MG/ML AMPOLA,,,
411,125,FRC,Reservada,ÁCIDO VALPRÓICO 50 MG/ML COM 100 ML - DEPAKENE,,,
412,2500,FRC,Reservada,ÁGUA DESTILADA C/ 10ML,,,
413,500,AMP,Reservada,ÁGUA DESTILADA COM 5ML,,,
414,125,FRC,Reservada,ALBENDAZOL 40 MG/ML SUSP. ORAL - FRC C/ 10 ML,,,
415,50,FRC,Reservada,ALBUMINA HUMANA 20% 50 ML,,,
416,250,COMP,Reservada,ALENDRONATO SÓDICO 70 MG,,,
417,7500,COMP,Reservada,ALOPURINOL 300MG,,,
418,1050,COMP,Reservada,"ALPRAZOLAM 0,5 MG",,,
419,2250,COMP,Reservada,ALPRAZOLAM 1 MG,,,
420,750,COMP,Reservada,ALPRAZOLAM 2 MG,,,
421,37,TB,Reservada,"AMINOÁCIDOS, CLORAFENICOL, VITAMINA A, ANÁLOGOS EDERIVADOS - POMADA OFTÁLMICA - TB C/ 3,5 G.",,,
422,2000,COMP,Reservada,AMINOFILINA 100MG,,,
423,300,COMP,Reservada,AMOXICILINA + CLAVULANATO DE POTÁSSIO 875/125 MG,,,
424,250,FRC,Reservada,"AMOXICILINA 400MG/5ML, ÁCIDO CLAVULÂNIO 57MG/5MLSUSPENSÃO FRASCO COM 70 ML",,,
425,300,COMP,Reservada,AMOXICILINA 500MG + CLAVULANATO DE POTÁSSIO 125MG,,,
426,375,COMP,Reservada,"APIXABANA 2,5 MG",,,
427,375,COMP,Reservada,APIXABANA 5 MG,,,
428,150,COMP,Reservada,ARIPIPRAZOL 15MG,,,
429,125,FRC,Reservada,"AZITROMICINA 40 MG/ML PÓ PARA SUSPENSÃO ORAL X 15ML + DILUENTE FR PLA X 9 ML + SER. DOSADORA",,,
430,3000,COMP,Reservada,AZITROMICINA 500MG,,,
431,1500,COMP,Reservada,BENFOTIAMINA 150 MG,,,
432,375,COMP,Reservada,BENZOATO ALOGLIPTINA 25MG,,,
433,300,COMP,Reservada,BENZOATO ALOGLIPTINA 25MG + PIOGLITAZONA 30MG,,,
434,15000,CP,Reservada,BESILATO DE ANLODIPINO 5 MG,,,
435,150,CP,Reservada,BESILATO DE ANLODIPINO 5MG + ATENOLOL 25MG,,,
436,1500,COMP,Reservada,"BESILATO DE LEVANLODIPINO 2,5 MG",,,
437,2500,CP,Reservada,BETAISTINA DICLORIDRATO 16MG,,,
438,4500,CP,Reservada,BETAISTINA DICLORIDRATO 24MG,,,
439,12,AMP,Reservada,"BICARBONATO DE SÓDIO 8,4% SOLUÇÃO EM FRASCO DEVIDRO INCOLOR C/10 ML",,,
440,250,COMP,Reservada,BISACODIL 5MG,,,
441,7500,CP,Reservada,BISSULFATO DE CLOPIDOGREL 75 MG,,,
442,6,FRC,Reservada,"BRINZOLAMIDA 10MG/ML,DEXTROTARTARATO DEBRIMONIDINA  2MG/ML MARCA SIMBRIZA",,,
443,1500,CP,Reservada,BROMAZEPAM 3 MG,,,
444,125,FRC,Reservada,"BROMETO DE IPRATRÓPIO 0,250 MG/ML C/ 20 ML",,,
445,125,FRC,Reservada,"BROMIDRATO DE FENOTEROL GOTAS 5MG/ML FRC COM 20ML",,,
